Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PE RFU,TAL PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
10/7/22,12:49:50,0,<None>,0.37,1.55,52272.2,0.808,14.42,4.81,49259.6,92.3,92.3,6.05,1.173,32.33,49553,0.71,1.94,32209,-0.18,0,7.88,-76.7,27.875,0.743,25.90785,-80.13696,1.1,5.83,12.1,1445.4
10/7/22,12:50:05,0,<None>,0.38,1.6,51941.3,0.744,17.89,5.97,48876.2,89.8,89.8,5.88,1.079,32.06,49174.9,0.73,2,31964,-0.15,0,7.83,-73.4,27.944,0.777,25.90794,-80.13699,0.7,5.83,12.1,1445.4
10/7/22,12:50:20,0,<None>,0.38,1.62,52711.8,0.677,15.25,5.09,49693,94.4,94.4,6.18,0.983,32.65,49986.9,0.68,1.86,32491,-0.18,0,7.85,-75,27.855,0.34,25.90804,-80.137,2.5,5.83,12.1,1445.1
10/7/22,12:50:35,0,<None>,0.38,1.59,50704.4,0.485,20.67,6.9,47664.5,90.2,90.2,5.94,0.703,31.17,47960.9,0.71,1.96,31175,-0.22,0,7.82,-72.9,27.995,0.155,25.90818,-80.137,1.6,5.83,12.1,1445
10/7/22,12:50:50,0,<None>,0.38,1.62,51001.6,0.307,19.97,6.67,47983.8,90.3,90.3,5.94,0.445,31.4,48278,0.64,1.75,31381,-0.23,0,7.81,-72.3,27.954,0.19,25.9083,-80.13699,1.2,5.83,12.1,1444.8
10/7/22,12:51:05,0,<None>,0.43,1.8,50506,0.223,20.65,6.89,47519.3,91.4,91.4,6.03,0.324,31.06,47810.4,0.76,2.08,31077,-0.24,0,7.81,-72.5,27.952,0.163,25.90846,-80.13696,1.1,5.83,12.1,1444.8
10/7/22,12:51:20,0,<None>,0.4,1.7,50697.1,0.198,20.68,6.9,47672.2,90.1,90.1,5.93,0.288,31.17,47967.1,0.78,2.14,31179,-0.19,0,7.81,-72,27.979,0.223,25.9086,-80.13699,1.5,5.83,12.1,1444.7
10/7/22,12:51:35,0,<None>,0.28,1.19,53927.6,0.652,13,4.34,50929.2,97.9,97.9,6.38,0.947,33.56,51220.7,0.57,1.56,33293,-0.3,0,7.93,-79.3,27.767,0.501,25.90869,-80.13699,1.2,5.83,12.1,1444.6
10/7/22,12:51:50,0,<None>,0.42,1.78,51157.3,0.467,16.98,5.67,48156.3,90.8,90.8,5.97,0.677,31.53,48448.7,0.69,1.89,31492,-0.16,0,7.81,-72.4,27.927,0.568,25.90881,-80.13701,0.5,5.83,12.1,1444.4
10/7/22,12:52:05,0,<None>,0.38,1.62,52071.6,0.476,17.21,5.74,49069.2,92.4,92.4,6.06,0.691,32.19,49361.6,0.66,1.83,32085,-0.24,0,7.84,-74.1,27.874,0.268,25.90892,-80.13704,0.8,5.83,12.1,1444.4
10/7/22,12:52:20,0,<None>,0.42,1.79,50021.9,0.351,20.62,6.88,47194.9,93.3,93.3,6.17,0.509,30.82,47470,0.78,2.15,30855,-0.3,0,7.83,-73.8,27.815,0.169,25.90907,-80.13708,1.4,5.83,12.1,1444.3
10/7/22,12:52:35,0,<None>,0.37,1.57,50988.1,0.221,19.84,6.62,48052.4,91.5,91.5,6.03,0.321,31.45,48338.2,0.78,2.16,31420,-0.21,0,7.83,-73.2,27.87,0.123,25.9092,-80.13713,0.5,5.83,12.1,1444
