GPS Latitude °,GPS Longitude °,Date (MM/DD/YYYY),Time,Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PE RFU,TAL PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,Altitude m,Battery V,Cable Pwr V,Barometer mmHg,geometry,ProdID,CoordID,Name,Latitude,Longitude,PixelX,PixelY,Date(yyyy-MM-dd),Time(HH_mm_ss),lon,lat,sza,vza,raa,rhot_443,rhos_443,rhot_492,rhos_492,rhot_560,rhos_560,rhot_665,rhos_665,rhot_704,rhos_704,rhot_740,rhos_740,rhot_783,rhos_783,rhot_833,rhos_833,rhot_865,rhos_865,rhot_945,rhot_1373,rhot_1614,rhos_1614,rhot_2202,rhos_2202
25.91104,-80.13672,10/7/22,13:18:52,0,<None>,0.44,1.84,51996.5,-0.003,26.57,8.86,48703.2,56.8,56.8,3.71,-0.005,31.94,49025.1,0.82,2.27,31866,0.64,0,7.65,-62.8,28.173,-0.009,-0.4,5.83,12.1,1443.5,POINT (-80.13672 25.91104),0,34,ID00000283,25.911024,-80.136688,511.5,74.5, , ,-80.1366882324,25.9110240936,34.9853439331,2.7181317806,19.6507415771,0.1215000004,0.0223729294,0.0895000026,0.0218801294,0.0669,0.0276526846,0.0342000015,0.0070672571,0.0267999992,0.0030242526,0.0313999988,0.0105989333,0.0328000002,0.0137072764,0.0265999995,0.0104671344,0.0315999985,0.0152409663,0.0121999998,6.99999975040555E-4,0.0136000002,0.0045927898,0.0068000001,4.730150103569031E-4
25.91107,-80.13675,10/7/22,13:19:07,0,<None>,0.42,1.76,51470.4,-0.022,29.14,9.72,48214.1,52.2,52.2,3.42,-0.032,31.58,48532.4,0.89,2.44,31546,0.66,0,7.63,-61.4,28.169,-0.163,0.9,5.83,12.1,1443.6,POINT (-80.13675 25.91107),0,35,ID00000284,25.911114,-80.136787,510.5,73.5, , ,-80.1367874146,25.911113739,34.9853439331,2.7181317806,19.6507415771,0.1215000004,0.0224438887,0.0898000002,0.0223304518,0.0671999976,0.028109964,0.0357000008,0.0088476585,0.0293000005,0.0059133288,0.0318000019,0.0111444406,0.0335000008,0.0145589672,0.0289999992,0.013226103,0.0326999985,0.0164934881,0.0121999998,6.99999975040555E-4,0.0132999998,0.0043875892,0.0066999998,4.632137715816498E-4
25.9111,-80.13675,10/7/22,13:19:22,0,<None>,0.46,1.95,51248.8,-0.036,31.32,10.45,47996.4,53.4,53.4,3.5,-0.052,31.42,48314.3,1.04,2.87,31404,0.72,0,7.59,-59.2,28.18,0.006,-0.7,5.83,12.1,1443.8,POINT (-80.13675 25.9111),0,36,ID00000285,25.911114,-80.136787,510.5,73.5, , ,-80.1367874146,25.911113739,34.9853439331,2.7181317806,19.6507415771,0.1215000004,0.0224438887,0.0898000002,0.0223304518,0.0671999976,0.028109964,0.0357000008,0.0088476585,0.0293000005,0.0059133288,0.0318000019,0.0111444406,0.0335000008,0.0145589672,0.0289999992,0.013226103,0.0326999985,0.0164934881,0.0121999998,6.99999975040555E-4,0.0132999998,0.0043875892,0.0066999998,4.632137715816498E-4
25.91116,-80.13679,10/7/22,13:19:37,0,<None>,0.44,1.86,50599.2,-0.082,32.86,10.96,47267.5,45.9,45.9,3.01,-0.119,30.89,47593.7,1.06,2.9,30936,0.69,0,7.45,-50.7,28.306,-0.238,0.6,5.83,12.1,1443.7,POINT (-80.13679 25.91116),0,37,ID00000286,25.911205,-80.136787,510.5,72.5, , ,-80.1367874146,25.9112052917,34.9853439331,2.7181317806,19.6507415771,0.1215000004,0.0224437043,0.0901999995,0.0228189994,0.0675000027,0.0284716561,0.0366000012,0.0098527782,0.0293000005,0.0059132259,0.0318000019,0.0111443447,0.0335000008,0.0145588778,0.0294000003,0.0136674056,0.0326999985,0.0164934061,0.0121999998,6.99999975040555E-4,0.0132999998,0.0043875426,0.0066999998,4.6320678666234016E-4
25.91123,-80.13685,10/7/22,13:19:52,0,<None>,0.43,1.82,50346.5,-0.123,36.1,12.04,46820.4,49.6,49.6,3.25,-0.178,30.58,47166.6,0.99,2.71,30658,0.67,0,7.5,-53.7,28.53,-0.201,0.8,5.83,12.1,1443.8,POINT (-80.13685 25.91123),0,38,ID00000287,25.911205,-80.136887,509.5,72.5, , ,-80.1368865967,25.9112052917,34.9853439331,2.7181317806,19.6507415771,0.1215000004,0.0224463325,0.0908999965,0.0236763395,0.0693000033,0.0306438468,0.0359999985,0.0091843866,0.0293000005,0.0059149223,0.0318000019,0.0111459214,0.0335000008,0.014560353,0.0313999988,0.0158755016,0.0326999985,0.0164947435,0.0121999998,6.99999975040555E-4,0.0132999998,0.0043882676,0.0066999998,4.633055068552494E-4
25.91134,-80.13683,10/7/22,13:20:07,0,<None>,0.43,1.83,50408.9,-0.192,32.07,10.7,46728.6,47.5,47.5,3.1,-0.278,30.52,47090.6,0.91,2.5,30609,0.51,0,7.54,-56,28.689,-0.224,-1.2,5.83,12.1,1444,POINT (-80.13683 25.91134),0,39,ID00000288,25.911385,-80.136787,510.5,70.5, , ,-80.1367874146,25.9113845825,34.9858398438,2.7190101147,19.6640625,0.1255999953,0.0275198966,0.0895999968,0.0217591561,0.067900002,0.0285790954,0.0355999991,0.0083232913,0.0322999991,0.0088303443,0.0300999992,0.0088585801,0.0335999988,0.0142333237,0.0295000002,0.0133417677,0.0322999991,0.0156396925,0.0214000009,6.99999975040555E-4,0.0135000004,0.004153776,0.0071,5.027749575674534E-4
25.91145,-80.13679,10/7/22,13:20:22,0,<None>,0.49,2.08,49385.6,-0.208,44.83,14.95,46199.2,35.2,35.2,2.32,-0.301,30.11,46510.9,1.07,2.94,30232,1.16,0,7.41,-48.4,28.233,-0.257,-1.3,5.83,12.1,1444.1,POINT (-80.13679 25.91145),0,40,ID00000289,25.911476,-80.136787,510.5,69.5, , ,-80.1367874146,25.9114761353,34.9858398438,2.7190101147,19.6640625,0.1255999953,0.0267662052,0.0901999995,0.021594353,0.0694999993,0.0294776335,0.0359999985,0.0076360442,0.0292000007,0.0042252685,0.0348999985,0.0129352883,0.0339000002,0.0133649725,0.0300999992,0.0128052514,0.0340999998,0.0163019784,0.0214000009,6.99999975040555E-4,0.0185000002,0.0082150223,0.0082,6.116149015724659E-4
25.91158,-80.13673,10/7/22,13:20:37,0,<None>,0.5,2.12,49104,-0.245,44.84,14.95,45911.4,35.8,35.8,2.36,-0.355,29.9,46223.8,1.16,3.19,30045,1.11,0,7.41,-48.2,28.261,-0.258,-3.5,5.83,12.1,1444.2,POINT (-80.13673 25.91158),0,41,ID00000290,25.911566,-80.136688,511.5,68.5, , ,-80.1366882324,25.9115657806,34.9858398438,2.7190101147,19.6640625,0.1255999953,0.0201201774,0.0912000015,0.0148985516,0.0727000013,0.0242471509,0.0388999991,8.753594011068344E-4,0.0441000015,0.0105968174,0.0737999976,0.0450357869,0.1013000011,0.0741540194,0.0582999997,0.0333133861,0.0948000029,0.0685090274,0.0214000009,6.99999975040555E-4,0.0408999994,0.0210862961,0.0178999994,0.0015710983
25.91168,-80.13673,10/7/22,13:20:52,0,<None>,0.5,2.1,50212.4,-0.231,41.57,13.86,47076.6,38.4,38.4,2.53,-0.335,30.74,47382.9,1.17,3.2,30799,0.96,0,7.51,-54.4,28.125,-0.108,-3,5.83,12.1,1444.2,POINT (-80.13673 25.91168),0,42,ID00000291,25.911655,-80.136688,511.5,67.5, , ,-80.1366882324,25.911655426,34.9858398438,2.7190101147,19.6640625,0.1255999953,0.030996656,0.0913000032,0.0279790387,0.0737000033,0.0403248295,0.0434999987,0.0223774835,0.0700000003,0.0560049936,0.1480000019,0.1423999071,0.1731999964,0.1667825878,0.1138999984,0.1116529554,0.2040999979,0.1983050555,0.0214000009,6.99999975040555E-4,0.074000001,0.0736795366,0.0331999995,0.0346842185
25.91174,-80.13678,10/7/22,13:21:07,0,<None>,0.46,1.92,50241.7,-0.209,37.81,12.61,47131.7,39,39,2.57,-0.303,30.78,47435.4,1.07,2.93,30833,0.86,0,7.5,-53.9,28.099,-0.291,0.3,5.83,12.1,1444.4,POINT (-80.13678 25.91174),0,43,ID00000292,25.911747,-80.136787,510.5,66.5, , ,-80.1367874146,25.9117469788,34.9858398438,2.7190101147,19.6640625,0.1255999953,0.0228615608,0.0916000009,0.0186524689,0.0733999982,0.0288375784,0.0403000005,0.006561975,0.0373999998,0.007355663,0.0522000007,0.0257569291,0.0658000037,0.040997345,0.0846000016,0.0665823668,0.0627999976,0.0398034193,0.0214000009,6.99999975040555E-4,0.0287999995,0.0127569521,0.0138999997,0.0011755517
25.91177,-80.13683,10/7/22,13:21:22,0,<None>,0.45,1.9,50493.3,-0.181,37.74,12.59,47346.3,40.4,40.4,2.66,-0.263,30.94,47653.7,1,2.74,30975,0.75,0,7.49,-53,28.119,-0.092,0.7,5.83,12.1,1444.5,POINT (-80.13683 25.91177),0,44,ID00000293,25.911747,-80.136787,510.5,66.5, , ,-80.1367874146,25.9117469788,34.9858398438,2.7190101147,19.6640625,0.1255999953,0.0228615608,0.0916000009,0.0186524689,0.0733999982,0.0288375784,0.0403000005,0.006561975,0.0373999998,0.007355663,0.0522000007,0.0257569291,0.0658000037,0.040997345,0.0846000016,0.0665823668,0.0627999976,0.0398034193,0.0214000009,6.99999975040555E-4,0.0287999995,0.0127569521,0.0138999997,0.0011755517
25.91178,-80.13683,10/7/22,13:21:37,0,<None>,0.48,2.04,51490.9,-0.157,31.41,10.48,48294.2,44.1,44.1,2.89,-0.228,31.64,48606.4,1.07,2.93,31594,0.86,0,7.56,-57.4,28.107,-0.068,-1.3,5.83,12.1,1444.5,POINT (-80.13683 25.91178),0,45,ID00000294,25.911747,-80.136787,510.5,66.5, , ,-80.1367874146,25.9117469788,34.9858398438,2.7190101147,19.6640625,0.1255999953,0.0228615608,0.0916000009,0.0186524689,0.0733999982,0.0288375784,0.0403000005,0.006561975,0.0373999998,0.007355663,0.0522000007,0.0257569291,0.0658000037,0.040997345,0.0846000016,0.0665823668,0.0627999976,0.0398034193,0.0214000009,6.99999975040555E-4,0.0287999995,0.0127569521,0.0138999997,0.0011755517
25.9118,-80.13683,10/7/22,13:21:52,0,<None>,0.45,1.91,51313.5,-0.092,31.91,10.64,48154.8,45.3,45.3,2.97,-0.134,31.53,48463.2,1.02,2.82,31501,0.86,0,7.57,-58.1,28.079,-0.146,-3.3,5.83,12.1,1444.6,POINT (-80.13683 25.9118),0,46,ID00000295,25.911837,-80.136787,510.5,65.5, , ,-80.1367874146,25.9118366241,34.9863357544,2.7198884487,19.6773834229,0.1263000071,0.0319117978,0.0923999995,0.0293246228,0.0768000036,0.0440587699,0.0443000011,0.0232721791,0.063000001,0.048253458,0.123800002,0.1162368059,0.1445000023,0.1367080957,0.1617999971,0.1639963984,0.1676999927,0.1609837264,0.0406999998,7.999999797903001E-4,0.0595999993,0.0584932007,0.0242999997,0.0247879419
25.91185,-80.13688,10/7/22,13:22:07,0,<None>,0.48,2.01,50406.7,-0.144,37.3,12.44,47358.9,41.5,41.5,2.73,-0.209,30.95,47656.2,1.01,2.77,30977,0.78,0,7.52,-55.1,28.022,-0.256,-2.4,5.83,12.1,1444.5,POINT (-80.13688 25.91185),0,47,ID00000296,25.911837,-80.136887,509.5,65.5, , ,-80.1368865967,25.9118366241,34.9863357544,2.7198884487,19.6773834229,0.1263000071,0.031914901,0.0913000032,0.0279844683,0.072800003,0.0392456613,0.0397999994,0.0182527266,0.063000001,0.0482556447,0.123800002,0.1162384897,0.1445000023,0.1367096156,0.0601000004,0.0525977612,0.1676999927,0.1609850377,0.0406999998,7.999999797903001E-4,0.0595999993,0.0584943853,0.0242999997,0.0247885156
25.91194,-80.13694,10/7/22,13:22:22,0,<None>,0.44,1.88,49532.8,-0.231,39.38,13.14,46336.2,46.1,46.1,3.04,-0.334,30.21,46648.9,0.87,2.4,30322,0.54,0,7.48,-52.2,28.239,-0.297,-2.2,5.83,12.1,1444.6,POINT (-80.13694 25.91194),0,48,ID00000297,25.911928,-80.136986,508.5,64.5, , ,-80.1369857788,25.9119281769,34.9865875244,2.7239251137,19.7293243408,0.1238999963,0.0211969689,0.0903000012,0.0177216195,0.072800003,0.028867485,0.0381999984,0.0050451485,0.0361000001,0.0067539588,0.0436000004,0.0172235072,0.0524999984,0.0277913064,0.0566000007,0.0366738513,0.0511000007,0.0285630859,0.0214000009,6.99999975040555E-4,0.0265999995,0.0113239679,0.0131000001,0.0010966705
25.91202,-80.137,10/7/22,13:22:37,0,<None>,0.38,1.61,49162.1,-0.28,37.85,12.63,46024.3,49,49,3.24,-0.405,29.98,46331.1,0.78,2.13,30115,0,0,7.48,-52.2,28.197,-0.294,-1.8,5.83,12.1,1444.8,POINT (-80.137 25.91202),0,49,ID00000298,25.912018,-80.136986,508.5,63.5, , ,-80.1369857788,25.9120178223,34.9865875244,2.7239251137,19.7293243408,0.1238999963,0.0162660554,0.0912000015,0.0129462844,0.074500002,0.024172049,0.0439000018,0.0039869845,0.0505000018,0.0151852798,0.0971999988,0.0679220632,0.1133000031,0.0842061266,0.108099997,0.0853882357,0.126699999,0.0987843052,0.0214000009,6.99999975040555E-4,0.0463999994,0.0242251139,0.0203000009,0.0018089805
25.91211,-80.13708,10/7/22,13:22:52,0,<None>,0.4,1.68,49243.1,-0.297,36.65,12.22,46153.2,50.1,50.1,3.31,-0.43,30.07,46455.1,0.8,2.19,30196,0.04,0,7.49,-53.1,28.141,-0.301,0.5,5.83,12.1,1444.9,POINT (-80.13708 25.91211),0,50,ID00000299,25.912109,-80.137085,507.5,62.5, , ,-80.1370849609,25.912109375,34.9865875244,2.7239251137,19.7293243408,0.1238999963,0.0162683167,0.0905999988,0.0122154457,0.0738999993,0.0234511737,0.0406000018,3.058966249227524E-4,0.0505000018,0.0151866134,0.0971999988,0.0679229945,0.1133000031,0.0842069313,0.0859000012,0.0610414557,0.126699999,0.0987849608,0.0214000009,6.99999975040555E-4,0.0463999994,0.024225723,0.0203000009,0.0018091556
25.91219,-80.13716,10/7/22,13:23:07,0,<None>,0.41,1.75,49796,-0.294,38,12.67,46808.7,43,43,2.84,-0.426,30.54,47100,0.91,2.5,30615,0.44,0,7.49,-52.8,27.997,-0.29,1.5,5.83,12.1,1445.1,POINT (-80.13716 25.91219),0,51,ID00000300,25.912201,-80.137184,506.5,61.5, , ,-80.1371841431,25.9122009277,34.9865875244,2.7239251137,19.7293243408,0.1238999963,0.0185989141,0.0914999992,0.016090529,0.0725999996,0.0250709578,0.0401000008,0.0032530008,0.0460000001,0.0137643106,0.0777999982,0.0504597202,0.0922999978,0.0657492578,0.0706999972,0.0480470955,0.0988999978,0.0738422051,0.0214000009,6.99999975040555E-4,0.0395999998,0.0208289847,0.0168999992,0.0014729351
25.91227,-80.13721,10/7/22,13:23:22,0,<None>,0.45,1.88,49000,-0.289,38.83,12.95,45966.8,44.6,44.6,2.95,-0.418,29.93,46263,0.85,2.34,30071,0.1,0,7.47,-51.7,28.097,-0.272,0.3,5.83,12.1,1445.1,POINT (-80.13721 25.91227),0,52,ID00000301,25.912291,-80.137184,506.5,60.5, , ,-80.1371841431,25.9122905731,34.9865875244,2.7239251137,19.7293243408,0.1238999963,0.0185987391,0.0921000019,0.0168229602,0.0772999972,0.0307288505,0.0427000001,0.0061546387,0.0460000001,0.0137642194,0.0777999982,0.0504596531,0.0922999978,0.0657491907,0.1449999958,0.129454881,0.0988999978,0.0738421679,0.0214000009,6.99999975040555E-4,0.0395999998,0.02082894,0.0168999992,0.0014729258
25.91234,-80.13727,10/7/22,13:23:37,0,<None>,0.48,2.03,48395.9,-0.277,43.57,14.53,45381.9,39.7,39.7,2.63,-0.401,29.51,45676.3,0.97,2.67,29690,0.49,0,7.41,-48.3,28.117,-0.266,0,5.83,12.1,1445.1,POINT (-80.13727 25.91234),0,53,ID00000302,25.912382,-80.137283,505.5,59.5, , ,-80.1372833252,25.9123821259,34.9870796204,2.7248034477,19.7426300049,0.1243999973,0.0294488054,0.0905999988,0.0271400027,0.0754999965,0.0425057746,0.0430000015,0.0218330603,0.0662999973,0.0519195013,0.1467999965,0.1411126852,0.1834000051,0.1774589866,0.1105000004,0.1079380289,0.2038999945,0.1981066018,0.0350000001,6.99999975040555E-4,0.0687000006,0.0680970773,0.0285999998,0.0295723248
25.91242,-80.13734,10/7/22,13:23:52,0,<None>,0.5,2.12,48243.9,-0.282,48.12,16.05,45268.1,33.4,33.4,2.22,-0.408,29.42,45558.7,1.09,3,29613,0.87,0,7.36,-45.2,28.086,-0.289,0.3,5.83,12.1,1445.4,POINT (-80.13734 25.91242),0,54,ID00000303,25.912382,-80.137383,504.5,59.5, , ,-80.1373825073,25.9123821259,34.9870796204,2.7248034477,19.7426300049,0.1243999973,0.0208310802,0.0912000015,0.0176049396,0.0715000033,0.0259030946,0.0395000018,0.0049566943,0.0397999994,0.0092963977,0.0513999984,0.024145864,0.0711999983,0.0459569655,0.0403000005,0.0170894824,0.0643000007,0.0405953825,0.0350000001,6.99999975040555E-4,0.0359000005,0.0194815248,0.0146000003,0.0012456365
25.91249,-80.13739,10/7/22,13:24:07,0,<None>,0.57,2.41,48558.2,-0.285,50.97,17,45642.7,25.6,25.6,1.7,-0.412,29.69,45927.1,1.21,3.31,29853,1.39,0,7.33,-43.6,27.999,-0.265,0.6,5.83,12.1,1445.3,POINT (-80.13739 25.91249),0,55,ID00000304,25.912472,-80.137383,504.5,58.5, , ,-80.1373825073,25.9124717712,34.9870796204,2.7248034477,19.7426300049,0.1243999973,0.0208308939,0.0912000015,0.0176047832,0.0732999966,0.0280711576,0.0417000018,0.0074121561,0.0397999994,0.0092963064,0.0513999984,0.0241457857,0.0711999983,0.0459568985,0.0882000029,0.069777213,0.0643000007,0.0405953228,0.0350000001,6.99999975040555E-4,0.0359000005,0.0194814838,0.0146000003,0.0012456253
25.91259,-80.13746,10/7/22,13:24:22,0,<None>,0.6,2.53,48573.8,-0.306,52.4,17.47,45685.5,23.3,23.3,1.55,-0.443,29.72,45967.1,1.36,3.74,29879,1.43,0,7.33,-43.1,27.969,-0.344,0.7,5.83,12.1,1445.5,POINT (-80.13746 25.91259),0,56,ID00000305,25.912563,-80.137482,503.5,57.5, , ,-80.1374816895,25.912563324,34.9870796204,2.7248034477,19.7426300049,0.1243999973,0.0294546429,0.0909999982,0.0276339874,0.0747999996,0.0416678563,0.0419999994,0.020721795,0.0669,0.0525881052,0.1410000026,0.1348504871,0.169599995,0.1630247682,0.0879999995,0.0832700431,0.1904000044,0.1842793226,0.0350000001,6.99999975040555E-4,0.060899999,0.0598722994,0.0265999995,0.0273493826
25.91267,-80.13752,10/7/22,13:24:37,0,<None>,0.52,2.2,48488.2,-0.309,50.97,17,45620.2,29.6,29.6,1.96,-0.448,29.67,45899.7,1.3,3.56,29835,1.33,0,7.34,-43.6,27.953,-0.341,-0.8,5.83,12.1,1445.7,POINT (-80.13752 25.91267),0,57,ID00000306,25.912653,-80.137474,503.5,56.5, , ,-80.1374740601,25.9126529694,34.9870796204,2.7248034477,19.7426300049,0.1243999973,0.0294544175,0.0901999995,0.0266566593,0.0777999982,0.0452779606,0.0454000011,0.024514908,0.0669,0.0525879748,0.1410000026,0.1348503828,0.169599995,0.1630246937,0.1710000038,0.1740321815,0.1904000044,0.1842792332,0.0350000001,6.99999975040555E-4,0.060899999,0.0598722249,0.0265999995,0.0273493472
25.91271,-80.13759,10/7/22,13:24:52,0,<None>,0.52,2.21,48948.6,-0.289,48.71,16.24,46016.9,27.3,27.3,1.81,-0.418,29.97,46302.8,1.18,3.24,30097,1.19,0,7.35,-44.7,27.99,-0.187,-0.9,5.83,12.1,1445.8,POINT (-80.13759 25.91271),0,58,ID00000307,25.912745,-80.137573,502.5,55.5, , ,-80.1375732422,25.9127445221,34.9873313904,2.7288398743,19.7945709229,0.1376000047,0.0466191918,0.0891999975,0.0254375823,0.0691,0.0348035395,0.0428000018,0.0216166414,0.0538000017,0.0380696952,0.0975999981,0.0878453031,0.1167000011,0.1075092033,0.0976999998,0.0939136073,0.1268000007,0.1189306676,0.0353000015,8.999999845400453E-4,0.0518999994,0.0503772497,0.0219999999,0.0222342871
25.91273,-80.13766,10/7/22,13:25:07,0,<None>,0.6,2.5,48712.7,-0.26,51.8,17.28,45918.1,21.5,21.5,1.43,-0.377,29.89,46190.2,1.43,3.92,30024,1.53,0,7.36,-45.1,27.858,-0.287,-0.4,5.83,12.1,1445.8,POINT (-80.13766 25.91273),0,59,ID00000308,25.912745,-80.13768,501.5,55.5, , ,-80.1376800537,25.9127445221,34.9873313904,2.7288398743,19.7945709229,0.1376000047,0.0466221496,0.0900999978,0.0265401341,0.0681999996,0.0337210782,0.0401000008,0.018605873,0.0538000017,0.0380719602,0.0975999981,0.0878471583,0.1167000011,0.1075108871,0.0432000011,0.0340023115,0.1268000007,0.1189321801,0.0353000015,8.999999845400453E-4,0.0518999994,0.0503784753,0.0219999999,0.0222348813
25.91273,-80.13774,10/7/22,13:25:22,0,<None>,0.6,2.53,48650.8,-0.221,54.37,18.13,45883.6,20.1,20.1,1.34,-0.32,29.86,46152.9,1.52,4.18,29999,1.6,0,7.41,-48.1,27.834,-0.084,-2.1,5.83,12.1,1446,POINT (-80.13774 25.91273),0,60,ID00000309,25.912746,-80.137779,500.5,55.5, , ,-80.1377792358,25.9127464294,34.9873313904,2.7288398743,19.7945709229,0.1376000047,0.0332077183,0.0913999975,0.0121456459,0.0707999989,0.0185108054,0.0428999998,0.0015434455,0.0427000001,0.0051699281,0.0623000003,0.0285808127,0.0737999976,0.0411606207,0.0443999991,0.0139886308,0.0760999992,0.0451389551,0.0353000015,8.999999845400453E-4,0.0487999991,0.0253173709,0.0216000006,0.0019390211
25.91272,-80.13776,10/7/22,13:25:37,0,<None>,0.58,2.42,49888.8,-0.19,47.22,15.75,47078,26.1,26.1,1.73,-0.276,30.73,47351.5,1.38,3.8,30778,1.42,0,7.42,-48.6,27.805,-0.173,-3.3,5.83,12.1,1446,POINT (-80.13776 25.91272),0,61,ID00000310,25.912746,-80.137779,500.5,55.5, , ,-80.1377792358,25.9127464294,34.9873313904,2.7288398743,19.7945709229,0.1376000047,0.0332077183,0.0913999975,0.0121456459,0.0707999989,0.0185108054,0.0428999998,0.0015434455,0.0427000001,0.0051699281,0.0623000003,0.0285808127,0.0737999976,0.0411606207,0.0443999991,0.0139886308,0.0760999992,0.0451389551,0.0353000015,8.999999845400453E-4,0.0487999991,0.0253173709,0.0216000006,0.0019390211
25.91275,-80.13783,10/7/22,13:25:52,0,<None>,0.55,2.3,49943.5,-0.169,45.04,15.02,47041.3,29,29,1.92,-0.245,30.71,47324,1.11,3.04,30761,1.15,0,7.42,-49,27.898,-0.229,-2.4,5.83,12.1,1446.1,POINT (-80.13783 25.91275),0,62,ID00000311,25.912746,-80.137878,499.5,55.5, , ,-80.137878418,25.9127464294,34.9873313904,2.7288398743,19.7945709229,0.1376000047,0.0332099609,0.1044000015,0.0279858857,0.0842000023,0.0346332416,0.0571000017,0.0173728243,0.0427000001,0.0051714014,0.0623000003,0.0285820588,0.0737999976,0.0411617234,0.0930000022,0.0674245954,0.0760999992,0.045139946,0.0353000015,8.999999845400453E-4,0.0487999991,0.0253180172,0.0216000006,0.0019392148
25.90952,-80.13628,10/7/22,13:06:02,0,<None>,4.49,18.59,56083.7,5.375,6.12,2.05,52795.6,95,95,6.13,7.815,34.96,53115.9,42.63,116.67,34525,490.42,0,7.93,-79.3,27.925,5.357,2.6,5.83,12.1,1443.9,POINT (-80.13628 25.90952),0,63,ID00000312,25.909487,-80.136299,515.5,91.5, , ,-80.1362991333,25.9094867706,34.9836044312,2.7114598751,19.5588378906,0.123999998,0.0227527414,0.1077999994,0.0407384522,0.1181999967,0.0852171481,0.0698999986,0.0425178856,0.0546000004,0.0294976849,0.053199999,0.0299329385,0.0483999997,0.0257074758,0.0744000003,0.0585332438,0.0544999987,0.0343810767,0.0070000002,5.000000237487257E-4,0.0269000009,0.0139737688,0.0109999999,8.882042020559311E-4
25.90949,-80.13631,10/7/22,13:06:17,0,<None>,3.27,13.56,55920.9,5.361,0.65,0.22,52622.3,50.5,50.5,3.26,7.795,34.83,52943.7,27.06,74.06,34413,304.33,0,7.64,-62,27.944,5.311,1.8,5.83,12.1,1443.9,POINT (-80.13631 25.90949),0,64,ID00000313,25.909487,-80.136299,515.5,91.5, , ,-80.1362991333,25.9094867706,34.9836044312,2.7114598751,19.5588378906,0.123999998,0.0227527414,0.1077999994,0.0407384522,0.1181999967,0.0852171481,0.0698999986,0.0425178856,0.0546000004,0.0294976849,0.053199999,0.0299329385,0.0483999997,0.0257074758,0.0744000003,0.0585332438,0.0544999987,0.0343810767,0.0070000002,5.000000237487257E-4,0.0269000009,0.0139737688,0.0109999999,8.882042020559311E-4
25.90947,-80.13634,10/7/22,13:06:32,0,<None>,6.43,26.62,54126.6,5.352,-0.46,-0.15,50863.5,19.3,19.3,1.25,7.774,33.53,51181.8,31.05,84.98,33268,295.22,0,7.47,-51.7,28.012,5.349,2.1,5.83,12.1,1443.9,POINT (-80.13634 25.90947),0,65,ID00000314,25.909487,-80.136299,515.5,91.5, , ,-80.1362991333,25.9094867706,34.9836044312,2.7114598751,19.5588378906,0.123999998,0.0227527414,0.1077999994,0.0407384522,0.1181999967,0.0852171481,0.0698999986,0.0425178856,0.0546000004,0.0294976849,0.053199999,0.0299329385,0.0483999997,0.0257074758,0.0744000003,0.0585332438,0.0544999987,0.0343810767,0.0070000002,5.000000237487257E-4,0.0269000009,0.0139737688,0.0109999999,8.882042020559311E-4
25.90945,-80.13635,10/7/22,13:06:47,0,<None>,3.53,14.61,52405,5.352,-0.39,-0.12,49245.8,12.1,12.1,0.79,7.767,32.33,49554,25.48,69.76,32210,291.24,0,7.46,-50.9,28.012,5.372,2.6,5.83,12.1,1443.9,POINT (-80.13635 25.90945),0,66,ID00000315,25.909487,-80.136299,515.5,91.5, , ,-80.1362991333,25.9094867706,34.9836044312,2.7114598751,19.5588378906,0.123999998,0.0227527414,0.1077999994,0.0407384522,0.1181999967,0.0852171481,0.0698999986,0.0425178856,0.0546000004,0.0294976849,0.053199999,0.0299329385,0.0483999997,0.0257074758,0.0744000003,0.0585332438,0.0544999987,0.0343810767,0.0070000002,5.000000237487257E-4,0.0269000009,0.0139737688,0.0109999999,8.882042020559311E-4
25.90943,-80.13634,10/7/22,13:07:02,0,<None>,8.86,36.67,51909.1,5.363,-0.42,-0.13,48780.2,9.7,9.7,0.64,7.781,31.99,49085.5,23.83,65.23,31906,292.68,0,7.44,-50.2,28.012,5.355,2.5,5.83,12.1,1443.9,POINT (-80.13634 25.90943),0,67,ID00000316,25.909395,-80.136307,515.5,92.5, , ,-80.1363067627,25.9093952179,34.9836044312,2.7114598751,19.5588378906,0.123999998,0.0246707331,0.0926000029,0.0245173946,0.0769999996,0.0385040119,0.0423999988,0.0147751886,0.0357000008,0.0114495754,0.0394000001,0.0178482234,0.0355999991,0.0151624996,0.0317000002,0.0145655256,0.0346999988,0.0169198215,0.0070000002,5.000000237487257E-4,0.0156999994,0.005252847,0.0082,6.112274713814259E-4
