x,y,band,spatial_ref,transverse_mercator,lon,lat,st10,st11,water_mask,cloud_mask,STempD
586205.0,2866575.0,1,0,0,-80.13916,25.915192,300.197,300.78134,False,False,27.32963361068014
586205.0,2866565.0,1,0,0,-80.13916,25.915192,300.197,300.78134,False,False,27.32963361068014
586205.0,2866555.0,1,0,0,-80.13916,25.91492,300.0199,300.87637,False,False,27.399171979577307
586205.0,2866545.0,1,0,0,-80.13916,25.91492,300.0199,300.87637,False,False,27.399171979577307
586205.0,2866535.0,1,0,0,-80.13916,25.91492,300.0199,300.87637,False,False,27.399171979577307
586205.0,2866525.0,1,0,0,-80.13916,25.91465,300.11142,301.26743,False,False,27.499541208623874
586205.0,2866515.0,1,0,0,-80.13916,25.91465,300.11142,301.26743,False,False,27.499541208623874
586205.0,2866505.0,1,0,0,-80.13916,25.91465,300.11142,301.26743,False,False,27.499541208623874
586205.0,2866495.0,1,0,0,-80.13916,25.91438,300.42682,301.7224,False,False,27.569003503801696
586205.0,2866485.0,1,0,0,-80.13916,25.91438,300.42682,301.7224,False,False,27.569003503801696
586205.0,2866475.0,1,0,0,-80.13916,25.91438,300.42682,301.7224,False,False,27.569003503801696
586205.0,2866465.0,1,0,0,-80.13917,25.914108,300.8394,302.14102,False,False,27.60519341792863
586205.0,2866455.0,1,0,0,-80.13917,25.914108,300.8394,302.14102,False,False,27.60519341792863
586205.0,2866445.0,1,0,0,-80.13917,25.914108,300.8394,302.14102,False,False,27.60519341792863
586205.0,2866435.0,1,0,0,-80.13917,25.913837,301.33807,302.57822,False,False,27.62763330321085
586205.0,2866425.0,1,0,0,-80.13917,25.913837,301.33807,302.57822,False,False,27.62763330321085
586205.0,2866415.0,1,0,0,-80.13917,25.913837,301.33807,302.57822,False,False,27.62763330321085
586205.0,2866405.0,1,0,0,-80.13917,25.913567,301.89163,303.04877,False,False,27.647974947931676
586205.0,2866395.0,1,0,0,-80.13917,25.913567,301.89163,303.04877,False,False,27.647974947931676
586205.0,2866385.0,1,0,0,-80.13917,25.913567,301.89163,303.04877,False,False,27.647974947931676
586205.0,2866375.0,1,0,0,-80.13917,25.913296,302.63586,303.63116,False,False,27.65976698949155
586205.0,2866365.0,1,0,0,-80.13917,25.913296,302.63586,303.63116,False,False,27.65976698949155
586205.0,2866355.0,1,0,0,-80.13917,25.913296,302.63586,303.63116,False,False,27.65976698949155
586205.0,2866345.0,1,0,0,-80.139175,25.913025,303.3392,304.41733,False,False,27.743921572244997
586205.0,2866335.0,1,0,0,-80.139175,25.913025,303.3392,304.41733,False,False,27.743921572244997
586205.0,2866325.0,1,0,0,-80.139175,25.913025,303.3392,304.41733,False,False,27.743921572244997
586205.0,2866315.0,1,0,0,-80.139175,25.912754,303.95947,305.1943,False,False,27.84404573158716
586205.0,2866305.0,1,0,0,-80.139175,25.912754,303.95947,305.1943,False,False,27.84404573158716
586205.0,2866295.0,1,0,0,-80.139175,25.912754,303.95947,305.1943,False,False,27.84404573158716
586205.0,2866285.0,1,0,0,-80.139175,25.912483,304.54712,305.80698,False,False,27.90067751210976
586205.0,2866275.0,1,0,0,-80.139175,25.912483,304.54712,305.80698,False,False,27.90067751210976
586205.0,2866265.0,1,0,0,-80.139175,25.912483,304.54712,305.80698,False,False,27.90067751210976
586205.0,2866255.0,1,0,0,-80.139175,25.912212,305.07327,306.25244,False,False,27.919457768056528
586205.0,2866245.0,1,0,0,-80.139175,25.912212,305.07327,306.25244,False,False,27.919457768056528
586205.0,2866235.0,1,0,0,-80.139175,25.912212,305.07327,306.25244,False,False,27.919457768056528
586205.0,2866225.0,1,0,0,-80.13918,25.911942,305.4866,306.56616,False,False,27.922993710887898
586205.0,2866215.0,1,0,0,-80.13918,25.911942,305.4866,306.56616,False,False,27.922993710887898
586205.0,2866205.0,1,0,0,-80.13918,25.911942,305.4866,306.56616,False,False,27.922993710887898
586205.0,2866195.0,1,0,0,-80.13918,25.91167,305.71045,306.88403,False,False,27.970730828732414
586205.0,2866185.0,1,0,0,-80.13918,25.91167,305.71045,306.88403,False,False,27.970730828732414
586205.0,2866175.0,1,0,0,-80.13918,25.91167,305.71045,306.88403,False,False,27.970730828732414
586205.0,2866165.0,1,0,0,-80.13918,25.9114,305.82037,307.29257,False,False,28.072347293198092
586205.0,2866155.0,1,0,0,-80.13918,25.9114,305.82037,307.29257,False,False,28.072347293198092
586205.0,2866145.0,1,0,0,-80.13918,25.9114,305.82037,307.29257,False,False,28.072347293198092
586205.0,2866135.0,1,0,0,-80.13918,25.911129,306.03387,307.83414,False,False,28.191699291570607
586205.0,2866125.0,1,0,0,-80.13918,25.911129,306.03387,307.83414,False,False,28.191699291570607
586205.0,2866115.0,1,0,0,-80.13918,25.911129,306.03387,307.83414,False,False,28.191699291570607
586205.0,2866105.0,1,0,0,-80.13919,25.910858,306.3892,308.32126,False,False,28.262072153736447
586205.0,2866095.0,1,0,0,-80.13919,25.910858,306.3892,308.32126,False,False,28.262072153736447
586205.0,2866085.0,1,0,0,-80.13919,25.910858,306.3892,308.32126,False,False,28.262072153736447
586205.0,2866075.0,1,0,0,-80.13919,25.910587,306.65976,308.3157,False,False,28.199071371004667
586205.0,2866065.0,1,0,0,-80.13919,25.910587,306.65976,308.3157,False,False,28.199071371004667
586205.0,2866055.0,1,0,0,-80.13919,25.910587,306.65976,308.3157,False,False,28.199071371004667
586205.0,2866045.0,1,0,0,-80.13919,25.910316,307.01968,307.81763,False,False,27.963311872610088
586205.0,2866035.0,1,0,0,-80.13919,25.910316,307.01968,307.81763,False,False,27.963311872610088
586205.0,2866025.0,1,0,0,-80.13919,25.910316,307.01968,307.81763,False,False,27.963311872610088
586205.0,2866015.0,1,0,0,-80.13919,25.910046,306.60416,307.18317,False,False,27.86094942523448
586205.0,2866005.0,1,0,0,-80.13919,25.910046,306.60416,307.18317,False,False,27.86094942523448
586205.0,2865995.0,1,0,0,-80.13919,25.910046,306.60416,307.18317,False,False,27.86094942523448
586205.0,2865985.0,1,0,0,-80.1392,25.909775,305.76614,306.57025,False,False,27.860947173109565
586205.0,2865975.0,1,0,0,-80.1392,25.909775,305.76614,306.57025,False,False,27.860947173109565
586205.0,2865965.0,1,0,0,-80.1392,25.909775,305.76614,306.57025,False,False,27.860947173109565
586205.0,2865955.0,1,0,0,-80.1392,25.909504,304.93555,306.10992,False,False,27.9065175492943
586205.0,2865945.0,1,0,0,-80.1392,25.909504,304.93555,306.10992,False,False,27.9065175492943
586205.0,2865935.0,1,0,0,-80.1392,25.909504,304.93555,306.10992,False,False,27.9065175492943
586205.0,2865925.0,1,0,0,-80.1392,25.909233,304.26376,305.75018,False,False,27.947267120117935
586205.0,2865915.0,1,0,0,-80.1392,25.909233,304.26376,305.75018,False,False,27.947267120117935
586205.0,2865905.0,1,0,0,-80.1392,25.909233,304.26376,305.75018,False,False,27.947267120117935
586205.0,2865895.0,1,0,0,-80.1392,25.908962,303.84894,305.45288,False,False,27.949154198383415
586205.0,2865885.0,1,0,0,-80.1392,25.908962,303.84894,305.45288,False,False,27.949154198383415
586205.0,2865875.0,1,0,0,-80.1392,25.908962,303.84894,305.45288,False,False,27.949154198383415
586205.0,2865865.0,1,0,0,-80.139206,25.908691,303.6144,305.21848,False,False,27.92968320425353
586205.0,2865855.0,1,0,0,-80.139206,25.908691,303.6144,305.21848,False,False,27.92968320425353
586205.0,2865845.0,1,0,0,-80.139206,25.908691,303.6144,305.21848,False,False,27.92968320425353
586205.0,2865835.0,1,0,0,-80.139206,25.90842,303.58762,305.09097,False,False,27.89626788954389
586205.0,2865825.0,1,0,0,-80.139206,25.90842,303.58762,305.09097,False,False,27.89626788954389
586205.0,2865815.0,1,0,0,-80.139206,25.90842,303.58762,305.09097,False,False,27.89626788954389
586205.0,2865805.0,1,0,0,-80.139206,25.90815,303.74237,305.11472,False,False,27.868570148762025
586205.0,2865795.0,1,0,0,-80.139206,25.90815,303.74237,305.11472,False,False,27.868570148762025
586205.0,2865785.0,1,0,0,-80.139206,25.90815,303.74237,305.11472,False,False,27.868570148762025
586205.0,2865775.0,1,0,0,-80.139206,25.907879,304.11078,305.40158,False,False,27.87396400100753
586205.0,2865765.0,1,0,0,-80.139206,25.907879,304.11078,305.40158,False,False,27.87396400100753
586205.0,2865755.0,1,0,0,-80.139206,25.907879,304.11078,305.40158,False,False,27.87396400100753
586205.0,2865745.0,1,0,0,-80.13921,25.907608,304.45187,305.89175,False,False,27.94850284748355
586205.0,2865735.0,1,0,0,-80.13921,25.907608,304.45187,305.89175,False,False,27.94850284748355
586205.0,2865725.0,1,0,0,-80.13921,25.907608,304.45187,305.89175,False,False,27.94850284748355
586205.0,2865715.0,1,0,0,-80.13921,25.907337,304.61206,306.32712,False,False,28.047042371632084
586205.0,2865705.0,1,0,0,-80.13921,25.907337,304.61206,306.32712,False,False,28.047042371632084
586205.0,2865695.0,1,0,0,-80.13921,25.907337,304.61206,306.32712,False,False,28.047042371632084
586205.0,2865685.0,1,0,0,-80.13921,25.907066,304.60843,306.4956,False,False,28.10004078455076
586205.0,2865675.0,1,0,0,-80.13921,25.907066,304.60843,306.4956,False,False,28.10004078455076
586205.0,2865665.0,1,0,0,-80.13921,25.907066,304.60843,306.4956,False,False,28.10004078455076
586205.0,2865655.0,1,0,0,-80.13922,25.906796,304.3852,305.94794,False,False,27.981003589871804
586205.0,2865645.0,1,0,0,-80.13922,25.906796,304.3852,305.94794,False,False,27.981003589871804
586205.0,2865635.0,1,0,0,-80.13922,25.906796,304.3852,305.94794,False,False,27.981003589871804
586205.0,2865625.0,1,0,0,-80.13922,25.906525,304.07278,305.3836,False,False,27.877002990808023
586205.0,2865615.0,1,0,0,-80.13922,25.906525,304.07278,305.3836,False,False,27.877002990808023
586205.0,2865605.0,1,0,0,-80.13922,25.906525,304.07278,305.3836,False,False,27.877002990808023
